#node	date	numeric date
hCoV_19_Luxembourg_Lux1_2020_EPI_ISL_413593	2020-02-29	2020.162568
NODE_0004105	2020-01-24	2020.064208
hCoV_19_Zhejiang_HZ103_2020_EPI_ISL_422425	2020-01-24	2020.064208
NODE_0004106	2020-01-24	2020.064208
hCoV_19_Norway_2065_2020_EPI_ISL_420149	2020-03-09	2020.187158
NODE_0004107	2020-01-24	2020.064208
hCoV_19_Norway_2093_2020_EPI_ISL_420310	2020-03-16	2020.206284
hCoV_19_Iceland_228_2020_EPI_ISL_417556	2020-03-17	2020.209016
NODE_0004108	2020-02-20	2020.138195
hCoV_19_England_20134016002_2020_EPI_ISL_420514	2020-03-24	2020.228142
NODE_0004109	2020-02-20	2020.138195
hCoV_19_England_20136006402_2020_EPI_ISL_420519	2020-03-25	2020.230874
NODE_0004110	2020-02-29	2020.162718
NODE_0004111	2020-03-02	2020.168033
hCoV_19_Norway_1526_2020_EPI_ISL_417485	2020-03-02	2020.168033
NODE_0004112	2020-03-02	2020.168033
hCoV_19_England_201360499_2020_EPI_ISL_421781	2020-03-25	2020.230874
NODE_0004113	2020-03-27	2020.236339
hCoV_19_USA_VA_DCLS_0045_2020_EPI_ISL_420026	2020-03-27	2020.236339
hCoV_19_USA_VA_DCLS_0044_2020_EPI_ISL_420025	2020-03-27	2020.236339
hCoV_19_USA_VA_DCLS_0043_2020_EPI_ISL_420024	2020-03-27	2020.236339
NODE_0004114	2020-02-29	2020.162718
NODE_0004115	2020-03-03	2020.170765
hCoV_19_Denmark_SSI_101_2020_EPI_ISL_415646	2020-03-03	2020.170765
NODE_0004116	2020-03-08	2020.184426
hCoV_19_Scotland_EDB013_2020_EPI_ISL_415639	2020-03-10	2020.189891
hCoV_19_Scotland_EDB003_2020_EPI_ISL_415640	2020-03-08	2020.184426
NODE_0004117	2020-02-29	2020.162718
hCoV_19_Finland_14M14_2020_EPI_ISL_418403	2020-03-14	2020.200820
NODE_0004118	2020-02-29	2020.162718
hCoV_19_Finland_13M19_2020_EPI_ISL_418385	2020-03-13	2020.198087
hCoV_19_Finland_14M13_2020_EPI_ISL_418402	2020-03-14	2020.200820
NODE_0004119	2020-01-18	2020.049012
NODE_0004120	2020-02-03	2020.092136
NODE_0004121	2020-02-17	2020.130953
hCoV_19_England_20104015302_2020_EPI_ISL_417236	2020-03-01	2020.165301
NODE_0004122	2020-02-25	2020.151574
hCoV_19_Belgium_BJ_030767_2020_EPI_ISL_420323	2020-03-07	2020.181694
hCoV_19_Belgium_WWM_030665_2020_EPI_ISL_420321	2020-03-06	2020.178962
NODE_0004123	2020-02-17	2020.129339
hCoV_19_England_20132049202_2020_EPI_ISL_420499	2020-03-21	2020.219945
NODE_0004124	2020-03-02	2020.169161
NODE_0004125	2020-03-02	2020.169161
hCoV_19_Iceland_127_2020_EPI_ISL_417727	2020-03-12	2020.195355
NODE_0004126	2020-03-02	2020.169161
NODE_0004127	2020-03-02	2020.169161
hCoV_19_Australia_VIC275_2020_EPI_ISL_419968	2020-03-22	2020.222678
NODE_0004128	2020-03-16	2020.206177
hCoV_19_Australia_VIC303_2020_EPI_ISL_419994	2020-03-23	2020.225410
hCoV_19_England_20144035904_2020_EPI_ISL_421945	2020-03-31	2020.247268
NODE_0004129	2020-03-02	2020.169161
hCoV_19_England_20139008404_2020_EPI_ISL_421864	2020-03-27	2020.236339
NODE_0004130	2020-03-02	2020.169161
hCoV_19_England_20146008204_2020_EPI_ISL_421975	2020-03-31	2020.247268
NODE_0004131	2020-03-04	2020.172284
hCoV_19_Ghana_1565_S13_2020_EPI_ISL_422404	2020-03-24	2020.228142
NODE_0004132	2020-03-26	2020.233607
hCoV_19_England_20136094704_2020_EPI_ISL_420643	2020-03-26	2020.233607
hCoV_19_England_20140007202_2020_EPI_ISL_421924	2020-03-28	2020.239071
NODE_0004133	2020-03-02	2020.169161
NODE_0004134	2020-03-02	2020.169161
NODE_0004135	2020-03-27	2020.236339
hCoV_19_England_20139022504_2020_EPI_ISL_421885	2020-03-27	2020.236339
hCoV_19_England_20144019304_2020_EPI_ISL_421940	2020-03-30	2020.244536
NODE_0004136	2020-03-02	2020.169161
hCoV_19_England_20126007002_2020_EPI_ISL_418750	2020-03-18	2020.211749
NODE_0004137	2020-03-09	2020.188438
NODE_0004138	2020-03-19	2020.214481
hCoV_19_England_20144076304_2020_EPI_ISL_421964	2020-04-01	2020.250000
hCoV_19_USA_NY_PV09178_2020_EPI_ISL_422537	2020-03-19	2020.214481
NODE_0004139	2020-03-10	2020.190316
hCoV_19_England_20144071004_2020_EPI_ISL_421958	2020-04-01	2020.250000
NODE_0004140	2020-03-11	2020.192347
NODE_0004141	2020-03-26	2020.233607
hCoV_19_England_20139005304_2020_EPI_ISL_421856	2020-03-26	2020.233607
hCoV_19_England_20139007604_2020_EPI_ISL_421861	2020-03-27	2020.236339
NODE_0004142	2020-03-12	2020.194249
hCoV_19_USA_CT_Yale_040_2020_EPI_ISL_419528	2020-03-13	2020.198087
NODE_0004143	2020-03-12	2020.196170
NODE_0004144	2020-03-24	2020.228142
hCoV_19_USA_CT_Yale_046_2020_EPI_ISL_419514	2020-03-24	2020.228142
hCoV_19_England_20139007504_2020_EPI_ISL_421860	2020-03-27	2020.236339
NODE_0004145	2020-03-13	2020.198087
hCoV_19_USA_CT_Yale_006_2020_EPI_ISL_416420	2020-03-13	2020.198087
NODE_0004146	2020-03-19	2020.214481
hCoV_19_USA_CT_Yale_020_2020_EPI_ISL_420088	2020-03-19	2020.214481
hCoV_19_USA_CT_Yale_044_2020_EPI_ISL_419512	2020-03-23	2020.225410
NODE_0004147	2020-03-02	2020.169161
NODE_0004148	2020-03-13	2020.199016
NODE_0004149	2020-03-13	2020.199016
hCoV_19_Wales_PHWC_27021_2020_EPI_ISL_422099	2020-03-28	2020.239071
NODE_0004150	2020-03-13	2020.199016
hCoV_19_Wales_PHWC_2706D_2020_EPI_ISL_422147	2020-03-28	2020.239071
hCoV_19_England_20148006804_2020_EPI_ISL_422005	2020-03-31	2020.247268
NODE_0004151	2020-03-19	2020.215256
hCoV_19_Wales_PHWC_26031_2020_EPI_ISL_422271	2020-03-26	2020.233607
NODE_0004152	2020-03-20	2020.217213
hCoV_19_Wales_PHWC_24DA5_2020_EPI_ISL_419510	2020-03-20	2020.217213
hCoV_19_Wales_PHWC_26040_2020_EPI_ISL_422326	2020-03-26	2020.233607
NODE_0004153	2020-03-02	2020.169161
NODE_0004154	2020-03-16	2020.206284
hCoV_19_Wales_PHWC_24024_2020_EPI_ISL_418139	2020-03-16	2020.206284
NODE_0004155	2020-03-17	2020.209016
hCoV_19_England_20146062104_2020_EPI_ISL_421988	2020-04-01	2020.250000
hCoV_19_England_20124037302_2020_EPI_ISL_418720	2020-03-17	2020.209016
NODE_0004156	2020-03-02	2020.169161
hCoV_19_England_20138088204_2020_EPI_ISL_421847	2020-03-26	2020.233607
NODE_0004157	2020-03-09	2020.186160
NODE_0004158	2020-03-09	2020.186160
NODE_0004159	2020-03-10	2020.190666
NODE_0004160	2020-03-10	2020.190666
hCoV_19_England_20139009004_2020_EPI_ISL_421866	2020-03-27	2020.236339
hCoV_19_Wales_PHWC_25F44_2020_EPI_ISL_422029	2020-03-25	2020.230874
NODE_0004161	2020-03-11	2020.192623
hCoV_19_USA_UT_00023_2020_EPI_ISL_418965	2020-03-11	2020.192623
hCoV_19_England_20139021604_2020_EPI_ISL_421882	2020-03-27	2020.236339
NODE_0004162	2020-03-09	2020.186160
hCoV_19_Wales_PHWC_26BC7_2020_EPI_ISL_422148	2020-03-27	2020.236339
NODE_0004163	2020-03-09	2020.186160
hCoV_19_England_20139021304_2020_EPI_ISL_421881	2020-03-26	2020.233607
NODE_0004164	2020-03-09	2020.186160
hCoV_19_England_20142063404_2020_EPI_ISL_420777	2020-03-27	2020.236339
NODE_0004165	2020-03-15	2020.203822
hCoV_19_England_20124098502_2020_EPI_ISL_418735	2020-03-18	2020.211749
hCoV_19_England_20140007302_2020_EPI_ISL_421925	2020-03-28	2020.239071
NODE_0004166	2020-03-09	2020.186160
NODE_0004167	2020-03-16	2020.206614
hCoV_19_Wales_PHWC_2681B_2020_EPI_ISL_422033	2020-03-27	2020.236339
NODE_0004168	2020-03-16	2020.206614
hCoV_19_Wales_PHWC_2713D_2020_EPI_ISL_422155	2020-03-29	2020.241803
NODE_0004169	2020-03-16	2020.206614
hCoV_19_Wales_PHWC_24367_2020_EPI_ISL_419401	2020-03-17	2020.209016
hCoV_19_England_20142061804_2020_EPI_ISL_420772	2020-03-30	2020.244536
NODE_0004170	2020-03-09	2020.186160
NODE_0004171	2020-03-28	2020.239071
hCoV_19_Wales_PHWC_270A9_2020_EPI_ISL_422069	2020-03-29	2020.241803
hCoV_19_Wales_PHWC_27012_2020_EPI_ISL_422034	2020-03-28	2020.239071
NODE_0004172	2020-03-09	2020.186160
hCoV_19_England_SHEF_C044C_2020_EPI_ISL_420193	2020-03-28	2020.239071
NODE_0004173	2020-03-09	2020.186160
hCoV_19_England_20126006802_2020_EPI_ISL_418749	2020-03-18	2020.211749
hCoV_19_England_20126007102_2020_EPI_ISL_418751	2020-03-18	2020.211749
NODE_0004174	2020-01-19	2020.050967
NODE_0004175	2020-03-11	2020.191719
NODE_0004176	2020-03-13	2020.198662
hCoV_19_USA_IN_Lilly_IPB0170_4bc21_2020_EPI_ISL_421281	2020-03-19	2020.214481
NODE_0004177	2020-03-23	2020.225410
hCoV_19_England_20136096804_2020_EPI_ISL_420650	2020-03-23	2020.225410
hCoV_19_England_20144019904_2020_EPI_ISL_421941	2020-03-31	2020.247268
NODE_0004178	2020-03-14	2020.201465
NODE_0004179	2020-03-14	2020.201465
hCoV_19_USA_WA_UW358_2020_EPI_ISL_418925	2020-03-24	2020.228142
NODE_0004180	2020-03-18	2020.211749
hCoV_19_England_20128084702_2020_EPI_ISL_420481	2020-03-18	2020.211749
hCoV_19_England_20139010804_2020_EPI_ISL_421874	2020-03-27	2020.236339
NODE_0004181	2020-03-14	2020.201465
hCoV_19_England_SHEF_C07BC_2020_EPI_ISL_420159	2020-03-29	2020.241803
NODE_0004182	2020-03-14	2020.201465
hCoV_19_England_20124009202_2020_EPI_ISL_418695	2020-03-16	2020.206284
hCoV_19_England_SHEF_C042E_2020_EPI_ISL_420179	2020-03-27	2020.236339
NODE_0004183	2020-01-20	2020.052839
NODE_0004184	2020-01-23	2020.060254
NODE_0004185	2020-01-28	2020.075523
hCoV_19_Wales_PHW27_2020_EPI_ISL_415655	2020-03-12	2020.195355
NODE_0004186	2020-03-02	2020.168033
hCoV_19_England_20104004402_2020_EPI_ISL_417223	2020-03-02	2020.168033
hCoV_19_England_20104004802_2020_EPI_ISL_417225	2020-03-02	2020.168033
NODE_0009756	2020-03-07	2020.181694
hCoV_19_England_20110043706_2020_EPI_ISL_417310	2020-03-07	2020.181694
NODE_0009757	2020-03-27	2020.236339
hCoV_19_England_20139004304_2020_EPI_ISL_421855	2020-03-27	2020.236339
hCoV_19_England_20148006504_2020_EPI_ISL_422004	2020-03-31	2020.247268
NODE_0004187	2020-01-23	2020.060254
hCoV_19_Belgium_QOJ_030751_2020_EPI_ISL_420316	2020-03-07	2020.181694
NODE_0004188	2020-01-23	2020.061513
hCoV_19_England_20139007004_2020_EPI_ISL_421858	2020-03-26	2020.233607
NODE_0004189	2020-02-05	2020.098161
hCoV_19_England_20134040703_2020_EPI_ISL_420515	2020-03-24	2020.228142
NODE_0004190	2020-02-08	2020.106290
hCoV_19_Australia_VIC63_2020_EPI_ISL_419775	2020-03-13	2020.198087
NODE_0004191	2020-02-09	2020.108240
NODE_0004192	2020-02-19	2020.133958
hCoV_19_Belgium_VHRA_030644_2020_EPI_ISL_418794	2020-03-06	2020.178962
NODE_0004193	2020-02-19	2020.133958
NODE_0004194	2020-02-19	2020.133958
hCoV_19_Australia_VIC75_2020_EPI_ISL_419787	2020-03-14	2020.200820
hCoV_19_Spain_Valencia40_2020_EPI_ISL_421515	2020-03-07	2020.181694
NODE_0004195	2020-02-19	2020.133958
NODE_0004196	2020-03-06	2020.179514
hCoV_19_Iceland_164_2020_EPI_ISL_417758	2020-03-14	2020.200820
hCoV_19_Iceland_163_2020_EPI_ISL_417775	2020-03-14	2020.200820
NODE_0004197	2020-03-14	2020.201595
hCoV_19_Iceland_323_2020_EPI_ISL_417652	2020-03-18	2020.211749
NODE_0004198	2020-03-15	2020.203552
hCoV_19_Iceland_232_2020_EPI_ISL_417560	2020-03-17	2020.209016
hCoV_19_Iceland_7_2020_EPI_ISL_417740	2020-03-15	2020.203552
NODE_0004199	2020-02-10	2020.110183
NODE_0004200	2020-02-10	2020.110183
hCoV_19_Norway_1811_2020_EPI_ISL_420139	2020-03-05	2020.176230
NODE_0004201	2020-03-03	2020.170765
hCoV_19_Scotland_CVR05_2020_EPI_ISL_414027	2020-03-04	2020.173497
hCoV_19_Italy_UnivPM1_2020_EPI_ISL_417491	2020-03-03	2020.170765
NODE_0004202	2020-02-11	2020.112107
NODE_0004203	2020-02-29	2020.162568
hCoV_19_Lithuania_ChVir1632_2020_EPI_ISL_416741	2020-02-29	2020.162568
NODE_0009775	2020-03-11	2020.192623
hCoV_19_Norway_1955_2020_EPI_ISL_420146	2020-03-11	2020.192623
NODE_0009776	2020-03-12	2020.195355
hCoV_19_Australia_VIC54_2020_EPI_ISL_419770	2020-03-12	2020.195355
NODE_0009777	2020-03-16	2020.206284
hCoV_19_Australia_VIC192_2020_EPI_ISL_419888	2020-03-19	2020.214481
hCoV_19_Iceland_183_2020_EPI_ISL_417746	2020-03-16	2020.206284
NODE_0004204	2020-02-11	2020.114291
NODE_0004205	2020-02-11	2020.114291
hCoV_19_Australia_VIC98_2020_EPI_ISL_419810	2020-03-16	2020.206284
NODE_0004206	2020-03-06	2020.177906
NODE_0004207	2020-03-14	2020.200820
hCoV_19_Congo_KN_0038_2020_EPI_ISL_417434	2020-03-14	2020.200820
hCoV_19_Congo_236_2020_EPI_ISL_420032	2020-03-22	2020.222678
NODE_0004208	2020-03-19	2020.214481
hCoV_19_Congo_108_2020_EPI_ISL_417948	2020-03-19	2020.214481
hCoV_19_Congo_191_2020_EPI_ISL_417955	2020-03-21	2020.219945
NODE_0004209	2020-02-11	2020.114291
NODE_0004210	2020-02-27	2020.157369
NODE_0004211	2020-02-27	2020.157369
hCoV_19_Norway_1953_2020_EPI_ISL_420313	2020-03-10	2020.189891
hCoV_19_Norway_1495_2020_EPI_ISL_420134	2020-02-28	2020.159836
NODE_0004212	2020-03-08	2020.183328
hCoV_19_Iceland_184_2020_EPI_ISL_417550	2020-03-16	2020.206284
NODE_0004213	2020-03-08	2020.183328
hCoV_19_Iceland_211_2020_EPI_ISL_417763	2020-03-16	2020.206284
NODE_0004214	2020-03-11	2020.192623
hCoV_19_Australia_VIC62_2020_EPI_ISL_419774	2020-03-13	2020.198087
hCoV_19_Australia_VIC44_2020_EPI_ISL_419767	2020-03-11	2020.192623
NODE_0004215	2020-02-11	2020.114291
NODE_0004216	2020-02-26	2020.154502
hCoV_19_Finland_FIN_266_2020_EPI_ISL_414646	2020-03-04	2020.173497
NODE_0004217	2020-02-26	2020.154502
hCoV_19_Iceland_3_2020_EPI_ISL_417694	2020-03-13	2020.198087
NODE_0004218	2020-02-26	2020.154502
hCoV_19_Australia_QLDID923_2020_EPI_ISL_418801	2020-03-14	2020.200820
NODE_0004219	2020-02-26	2020.154502
hCoV_19_USA_MN67_MDH67_2020_EPI_ISL_419395	2020-03-14	2020.200820
hCoV_19_Belgium_KA_03042_2020_EPI_ISL_417424	2020-03-04	2020.173497
NODE_0004220	2020-02-11	2020.114291
NODE_0004221	2020-02-20	2020.139112
hCoV_19_England_SHEF_BFD09_2020_EPI_ISL_416735	2020-03-09	2020.187158
hCoV_19_Slovakia_SK_BMC1_2020_EPI_ISL_417877	2020-03-06	2020.178962
NODE_0004222	2020-02-11	2020.114291
NODE_0004223	2020-02-11	2020.114291
hCoV_19_Norway_1772_2020_EPI_ISL_420137	2020-03-08	2020.184426
NODE_0004224	2020-02-26	2020.153660
hCoV_19_Portugal_PT0005_2020_EPI_ISL_417989	2020-03-04	2020.173497
hCoV_19_Switzerland_AG0361_2020_EPI_ISL_413999	2020-02-27	2020.157104
NODE_0004225	2020-02-11	2020.114291
NODE_0004226	2020-03-13	2020.198087
hCoV_19_Iceland_149_2020_EPI_ISL_417799	2020-03-13	2020.198087
hCoV_19_Iceland_176_2020_EPI_ISL_417812	2020-03-14	2020.200820
NODE_0004227	2020-02-15	2020.124362
hCoV_19_Italy_TE5472_2020_EPI_ISL_420564	2020-03-19	2020.214481
NODE_0004228	2020-02-15	2020.124362
NODE_0004229	2020-02-15	2020.124362
NODE_0004230	2020-02-21	2020.141454
hCoV_19_Belgium_ULG_6754_2020_EPI_ISL_417019	2020-03-14	2020.200820
NODE_0004231	2020-02-25	2020.152407
hCoV_19_Belgium_ULG_9719_2020_EPI_ISL_418658	2020-03-22	2020.222678
hCoV_19_Luxembourg_LNS2151006_2020_EPI_ISL_419576	2020-03-17	2020.209016
NODE_0004232	2020-02-16	2020.126181
hCoV_19_Italy_TE4836_2020_EPI_ISL_418260	2020-03-16	2020.206284
NODE_0004233	2020-03-12	2020.196130
hCoV_19_Belgium_ULG_6972_2020_EPI_ISL_418624	2020-03-15	2020.203552
NODE_0004234	2020-03-13	2020.198087
hCoV_19_Belgium_ULG_6972_2020_EPI_ISL_417024	2020-03-15	2020.203552
hCoV_19_Belgium_ULG_6503_2020_EPI_ISL_417016	2020-03-13	2020.198087
NODE_0004235	2020-02-15	2020.124362
NODE_0004236	2020-03-08	2020.185201
hCoV_19_Luxembourg_LNS3588186_2020_EPI_ISL_419583	2020-03-15	2020.203552
NODE_0004237	2020-03-09	2020.187158
hCoV_19_Belgium_ULG_4163_2020_EPI_ISL_417013	2020-03-09	2020.187158
hCoV_19_Belgium_ULG_10007_2020_EPI_ISL_421186	2020-03-30	2020.244536
NODE_0004238	2020-02-15	2020.124362
hCoV_19_Belgium_VHC_030655_2020_EPI_ISL_420449	2020-03-06	2020.178962
NODE_0004239	2020-02-18	2020.133136
hCoV_19_Belgium_HC_030760_2020_EPI_ISL_420451	2020-03-07	2020.181694
NODE_0004240	2020-02-22	2020.143974
hCoV_19_USA_NY_PV09309_2020_EPI_ISL_422562	2020-03-22	2020.222678
NODE_0004241	2020-02-29	2020.162851
hCoV_19_Netherlands_ZuidHolland_5_2020_EPI_ISL_414465	2020-03-04	2020.173497
NODE_0004242	2020-03-03	2020.170765
hCoV_19_Netherlands_ZuidHolland_9_2020_EPI_ISL_414445	2020-03-03	2020.170765
hCoV_19_Netherlands_NA_23_2020_EPI_ISL_415480	2020-03-09	2020.187158
NODE_0004243	2020-01-21	2020.054774
NODE_0004244	2020-02-03	2020.090370
hCoV_19_Finland_FIN03032020A_2020_EPI_ISL_413602	2020-03-03	2020.170765
NODE_0004245	2020-02-04	2020.094132
hCoV_19_England_20126034302_2020_EPI_ISL_418762	2020-03-19	2020.214481
NODE_0004246	2020-02-04	2020.094132
NODE_0004247	2020-03-18	2020.211749
hCoV_19_England_20128090902_2020_EPI_ISL_420483	2020-03-18	2020.211749
hCoV_19_England_20146069704_2020_EPI_ISL_421997	2020-04-01	2020.250000
NODE_0004248	2020-02-14	2020.122492
NODE_0004249	2020-02-14	2020.122813
NODE_0004250	2020-02-14	2020.122813
hCoV_19_England_20139007104_2020_EPI_ISL_420658	2020-03-27	2020.236339
NODE_0004251	2020-02-28	2020.160611
NODE_0004252	2020-03-03	2020.170765
hCoV_19_England_SHEF_BFCC0_2020_EPI_ISL_416731	2020-03-03	2020.170765
hCoV_19_England_20106004803_2020_EPI_ISL_417240	2020-03-03	2020.170765
NODE_0004253	2020-02-29	2020.162568
hCoV_19_England_20100121007_2020_EPI_ISL_415141	2020-02-29	2020.162568
hCoV_19_England_20100121006_2020_EPI_ISL_415140	2020-02-29	2020.162568
NODE_0004254	2020-03-01	2020.165301
hCoV_19_England_20104008502_2020_EPI_ISL_417229	2020-03-01	2020.165301
NODE_0009829	2020-03-16	2020.206284
hCoV_19_England_20122069402_2020_EPI_ISL_418674	2020-03-16	2020.206284
NODE_0009830	2020-03-17	2020.209016
hCoV_19_England_20124003502_2020_EPI_ISL_418689	2020-03-17	2020.209016
NODE_0009831	2020-03-18	2020.211749
hCoV_19_England_20126004502_2020_EPI_ISL_418745	2020-03-18	2020.211749
NODE_0009832	2020-03-23	2020.225410
hCoV_19_England_20139004204_2020_EPI_ISL_421854	2020-03-27	2020.236339
hCoV_19_England_20136096704_2020_EPI_ISL_420649	2020-03-23	2020.225410
NODE_0004255	2020-02-15	2020.124361
NODE_0004256	2020-02-26	2020.154978
NODE_0004257	2020-02-29	2020.162568
hCoV_19_England_20100004706_2020_EPI_ISL_415133	2020-02-29	2020.162568
hCoV_19_England_20104008402_2020_EPI_ISL_417228	2020-03-03	2020.170765
NODE_0004258	2020-02-26	2020.154978
NODE_0004259	2020-03-16	2020.206990
hCoV_19_Wales_PHWC_25050_2020_EPI_ISL_420965	2020-03-22	2020.222678
NODE_0004260	2020-03-17	2020.209100
hCoV_19_Wales_PHWC_265D8_2020_EPI_ISL_422250	2020-03-27	2020.236339
NODE_0004261	2020-03-17	2020.209100
NODE_0004262	2020-03-17	2020.209100
hCoV_19_Wales_PHWC_2507E_2020_EPI_ISL_420948	2020-03-21	2020.219945
hCoV_19_England_SHEF_C0154_2020_EPI_ISL_420226	2020-03-25	2020.230874
NODE_0004263	2020-03-27	2020.236339
hCoV_19_Wales_PHWC_26ABB_2020_EPI_ISL_422283	2020-03-27	2020.236339
hCoV_19_Wales_PHWC_26AD9_2020_EPI_ISL_422242	2020-03-29	2020.241803
NODE_0004264	2020-02-26	2020.154978
hCoV_19_Iceland_226_2020_EPI_ISL_417754	2020-03-16	2020.206284
NODE_0004265	2020-02-26	2020.154978
NODE_0004266	2020-02-26	2020.154978
hCoV_19_England_20102098802_2020_EPI_ISL_417217	2020-03-01	2020.165301
NODE_0004267	2020-03-03	2020.170765
hCoV_19_England_20108007402_2020_EPI_ISL_417257	2020-03-03	2020.170765
NODE_0004268	2020-03-17	2020.209016
hCoV_19_England_20124001302_2020_EPI_ISL_418684	2020-03-17	2020.209016
hCoV_19_England_SHEF_C0330_2020_EPI_ISL_420214	2020-03-29	2020.241803
NODE_0004269	2020-03-02	2020.167745
hCoV_19_England_SHEF_C0734_2020_EPI_ISL_420242	2020-03-26	2020.233607
NODE_0004270	2020-03-03	2020.169665
hCoV_19_England_SHEF_C01BE_2020_EPI_ISL_420253	2020-03-25	2020.230874
NODE_0004271	2020-03-03	2020.171540
hCoV_19_England_SHEF_C0901_2020_EPI_ISL_420170	2020-03-24	2020.228142
NODE_0004272	2020-03-04	2020.173497
hCoV_19_England_SHEF_C07DA_2020_EPI_ISL_420156	2020-03-27	2020.236339
hCoV_19_Scotland_EDB011_2020_EPI_ISL_415637	2020-03-04	2020.173497
NODE_0004273	2020-02-16	2020.126262
NODE_0004274	2020-02-16	2020.126262
hCoV_19_England_SHEF_C045B_2020_EPI_ISL_420203	2020-03-29	2020.241803
NODE_0004275	2020-03-24	2020.228917
hCoV_19_England_20144071804_2020_EPI_ISL_421961	2020-03-31	2020.247268
NODE_0004276	2020-03-25	2020.230874
hCoV_19_England_201360298_2020_EPI_ISL_421777	2020-03-25	2020.230874
hCoV_19_England_201360297_2020_EPI_ISL_421776	2020-03-25	2020.230874
NODE_0004277	2020-02-16	2020.128175
NODE_0004278	2020-02-25	2020.152970
NODE_0004279	2020-02-26	2020.155147
hCoV_19_England_SHEF_C0048_2020_EPI_ISL_420287	2020-03-20	2020.217213
NODE_0004280	2020-02-27	2020.157104
hCoV_19_England_200990660_2020_EPI_ISL_414523	2020-02-27	2020.157104
hCoV_19_England_201040141_2020_EPI_ISL_414526	2020-03-03	2020.170765
NODE_0004281	2020-02-27	2020.157739
hCoV_19_England_20100004806_2020_EPI_ISL_415134	2020-02-29	2020.162568
NODE_0004282	2020-02-28	2020.159836
hCoV_19_England_20100005406_2020_EPI_ISL_415135	2020-02-28	2020.159836
hCoV_19_England_20139013004_2020_EPI_ISL_421876	2020-03-26	2020.233607
NODE_0004283	2020-02-17	2020.130324
NODE_0004284	2020-02-17	2020.130324
hCoV_19_England_20104004902_2020_EPI_ISL_417226	2020-03-02	2020.168033
hCoV_19_England_20104008802_2020_EPI_ISL_417231	2020-03-03	2020.170765
NODE_0004285	2020-02-18	2020.132192
hCoV_19_Iceland_261_2020_EPI_ISL_417589	2020-03-17	2020.209016
NODE_0004286	2020-02-19	2020.134190
hCoV_19_England_20108007002_2020_EPI_ISL_417255	2020-03-04	2020.173497
NODE_0004287	2020-02-19	2020.134190
hCoV_19_England_20124020802_2020_EPI_ISL_418702	2020-03-16	2020.206284
NODE_0004288	2020-02-19	2020.134190
NODE_0004289	2020-03-08	2020.184762
hCoV_19_Australia_WA02_2020_EPI_ISL_420532	2020-03-13	2020.198087
hCoV_19_Wales_PHWC_25C4D_2020_EPI_ISL_422263	2020-03-23	2020.225410
NODE_0004290	2020-02-19	2020.134190
NODE_0004291	2020-03-20	2020.217482
hCoV_19_England_SHEF_C02E8_2020_EPI_ISL_420207	2020-03-29	2020.241803
hCoV_19_Wales_PHWC_26C3D_2020_EPI_ISL_422165	2020-03-30	2020.244536
NODE_0004292	2020-02-22	2020.143443
hCoV_19_Australia_WA11_202_EPI_ISL_420456	2020-02-22	2020.143443
NODE_0009871	2020-03-04	2020.173497
hCoV_19_Australia_WA01_2020_EPI_ISL_420531	2020-03-14	2020.200820
hCoV_19_Australia_WA06_2020_EPI_ISL_420534	2020-03-04	2020.173497
NODE_0004293	2020-01-21	2020.054774
NODE_0004294	2020-02-23	2020.145638
hCoV_19_England_20104004502_2020_EPI_ISL_417224	2020-03-01	2020.165301
NODE_0004295	2020-02-23	2020.145638
hCoV_19_England_20099107406_2020_EPI_ISL_415131	2020-02-29	2020.162568
NODE_0004296	2020-02-26	2020.153703
NODE_0004297	2020-03-10	2020.189891
hCoV_19_Georgia_Tb_2020_EPI_ISL_416482	2020-03-13	2020.198087
hCoV_19_Iceland_103_2020_EPI_ISL_417698	2020-03-10	2020.189891
NODE_0004298	2020-02-26	2020.155612
hCoV_19_Estonia_ChVir1985_2020_EPI_ISL_420067	2020-03-31	2020.247268
NODE_0004299	2020-02-27	2020.157555
NODE_0004300	2020-03-02	2020.166949
hCoV_19_England_20104009002_2020_EPI_ISL_417233	2020-03-02	2020.168033
NODE_0009880	2020-03-02	2020.168808
hCoV_19_England_20110000706_2020_EPI_ISL_417302	2020-03-05	2020.176230
NODE_0009881	2020-03-03	2020.170765
hCoV_19_England_20110000606_2020_EPI_ISL_417301	2020-03-06	2020.178962
hCoV_19_England_20108003302_2020_EPI_ISL_417248	2020-03-03	2020.170765
NODE_0004301	2020-02-28	2020.159478
NODE_0004302	2020-03-01	2020.165301
hCoV_19_England_20102000506_2020_EPI_ISL_415147	2020-03-01	2020.165301
hCoV_19_England_20108004803_2020_EPI_ISL_417251	2020-03-03	2020.170765
NODE_0004303	2020-02-29	2020.161345
NODE_0004304	2020-02-29	2020.163344
hCoV_19_Iceland_20_2020_EPI_ISL_417695	2020-03-02	2020.168033
NODE_0004305	2020-03-01	2020.165301
hCoV_19_Iceland_14_2020_EPI_ISL_417736	2020-03-01	2020.165301
hCoV_19_Iceland_69_2020_EPI_ISL_417749	2020-03-08	2020.184426
NODE_0004306	2020-03-06	2020.179737
hCoV_19_Portugal_PT0012_2020_EPI_ISL_417997	2020-03-07	2020.181694
NODE_0004307	2020-03-07	2020.181694
hCoV_19_Portugal_PT0014_2020_EPI_ISL_417999	2020-03-07	2020.181694
NODE_0009889	2020-03-08	2020.184426
